sessid,rat,date,tethered,trials_done,prct_hit
755260,T219,17-Dec-2019 00:00:00,1,492,82.7235772357724
755477,T223,18-Dec-2019 00:00:00,1,708,85.5932203389831
755543,T223,18-Dec-2019 00:00:00,1,0,NaN
755552,T219,18-Dec-2019 00:00:00,1,432,82.1759259259259
755811,T223,19-Dec-2019 00:00:00,1,768,83.8541666666667
755848,T219,19-Dec-2019 00:00:00,1,404,77.2277227722772
756062,T223,20-Dec-2019 00:00:00,1,609,78.9819376026273
756129,T219,20-Dec-2019 00:00:00,1,492,82.520325203252
757148,T223,28-Dec-2019 00:00:00,1,756,81.8783068783069
757152,T219,28-Dec-2019 00:00:00,1,346,78.6127167630058
757161,T223,29-Dec-2019 00:00:00,1,699,81.8311874105866
757173,T219,29-Dec-2019 00:00:00,1,471,77.2823779193206
757184,T223,30-Dec-2019 00:00:00,1,385,77.4025974025974
757192,T219,30-Dec-2019 00:00:00,1,496,80.241935483871
757200,T223,31-Dec-2019 00:00:00,1,755,81.4569536423841
757212,T219,31-Dec-2019 00:00:00,1,527,75.9013282732448
757218,T223,01-Jan-2020 00:00:00,1,544,84.9264705882353
757242,T223,02-Jan-2020 00:00:00,1,765,84.7058823529412
757250,T219,02-Jan-2020 00:00:00,1,489,76.6871165644172
757262,T223,03-Jan-2020 00:00:00,1,655,84.4274809160305
757304,T219,03-Jan-2020 00:00:00,1,424,80.4245283018868
757328,T224,03-Jan-2020 00:00:00,1,854,85.3629976580796
757347,A249,03-Jan-2020 00:00:00,0,13,53.8461538461538
757739,A249,05-Jan-2020 00:00:00,0,127,62.992125984252
757905,T219,06-Jan-2020 00:00:00,1,342,77.7777777777778
757923,A249,06-Jan-2020 00:00:00,0,261,64.7509578544061
758100,T223,07-Jan-2020 00:00:00,1,707,79.2079207920792
758181,T249,07-Jan-2020 00:00:00,0,115,86.9565217391304
758188,T219,07-Jan-2020 00:00:00,1,546,81.6849816849817
758237,A249,07-Jan-2020 00:00:00,0,263,69.2015209125475
758472,T249,08-Jan-2020 00:00:00,0,231,83.982683982684
758504,A249,08-Jan-2020 00:00:00,0,191,58.6387434554974
758765,T249,09-Jan-2020 00:00:00,0,196,90.3061224489796
758795,A249,09-Jan-2020 00:00:00,0,422,72.2748815165877
759052,T249,10-Jan-2020 00:00:00,0,173,84.393063583815
759115,A249,10-Jan-2020 00:00:00,0,343,73.469387755102
759345,T249,11-Jan-2020 00:00:00,0,151,86.7549668874172
759390,A249,11-Jan-2020 00:00:00,0,290,81.0344827586207
759637,T249,12-Jan-2020 00:00:00,0,149,85.2348993288591
759689,A249,12-Jan-2020 00:00:00,0,260,79.2307692307692
759940,T249,13-Jan-2020 00:00:00,0,150,92
759979,A249,13-Jan-2020 00:00:00,0,426,66.6666666666667
760260,T249,14-Jan-2020 00:00:00,0,166,90.3614457831325
760276,A249,14-Jan-2020 00:00:00,0,351,71.2250712250712
760297,A241,14-Jan-2020 00:00:00,1,298,72.1476510067114
760570,A249,15-Jan-2020 00:00:00,0,103,15.5339805825243
760580,T249,15-Jan-2020 00:00:00,0,158,87.3417721518987
760602,A249,15-Jan-2020 00:00:00,0,298,67.7852348993289
760879,T249,16-Jan-2020 00:00:00,0,248,84.6774193548387
760911,A249,16-Jan-2020 00:00:00,0,306,68.3006535947712
761190,T249,17-Jan-2020 00:00:00,0,182,84.6153846153846
761513,T249,18-Jan-2020 00:00:00,0,98,89.7959183673469
761553,A249,18-Jan-2020 00:00:00,0,517,74.0812379110251
761806,T249,19-Jan-2020 00:00:00,0,172,82.5581395348837
761850,A249,19-Jan-2020 00:00:00,0,396,73.989898989899
762102,T249,20-Jan-2020 00:00:00,0,189,89.9470899470899
762156,A249,20-Jan-2020 00:00:00,0,339,72.2713864306785
762410,T249,21-Jan-2020 00:00:00,0,135,88.8888888888889
762478,A249,21-Jan-2020 00:00:00,0,278,68.3453237410072
762712,T249,22-Jan-2020 00:00:00,0,167,86.8263473053892
762774,A249,22-Jan-2020 00:00:00,0,255,72.156862745098
762805,A241,22-Jan-2020 00:00:00,1,229,75.5458515283843
763018,T249,23-Jan-2020 00:00:00,0,200,91
763051,A249,23-Jan-2020 00:00:00,0,191,74.3455497382199
763087,A241,23-Jan-2020 00:00:00,1,160,79.375
763326,T249,24-Jan-2020 00:00:00,0,167,92.2155688622755
763396,A249,24-Jan-2020 00:00:00,0,80,78.75
763630,T249,25-Jan-2020 00:00:00,0,10,20
763678,A249,25-Jan-2020 00:00:00,0,128,75.78125
763941,T249,26-Jan-2020 00:00:00,0,173,90.1734104046243
763996,A249,26-Jan-2020 00:00:00,0,301,33.5548172757475
764220,T249,27-Jan-2020 00:00:00,0,123,75.609756097561
764265,T249,27-Jan-2020 00:00:00,0,0,NaN
764542,T249,28-Jan-2020 00:00:00,0,145,89.6551724137931
764877,T249,29-Jan-2020 00:00:00,0,152,82.2368421052632
765192,T249,30-Jan-2020 00:00:00,0,165,84.8484848484848
765499,T249,31-Jan-2020 00:00:00,0,179,86.5921787709497
766047,T249,02-Feb-2020 00:00:00,0,146,88.3561643835616
766311,T249,03-Feb-2020 00:00:00,0,313,86.5814696485623
766380,T249,03-Feb-2020 00:00:00,0,0,NaN
766627,T249,04-Feb-2020 00:00:00,0,211,81.9905213270142
766680,T249,04-Feb-2020 00:00:00,0,0,NaN
766945,T249,05-Feb-2020 00:00:00,0,330,83.6363636363636
767004,T249,05-Feb-2020 00:00:00,0,0,NaN
768779,T249,11-Feb-2020 00:00:00,1,158,84.8101265822785
768869,T249,11-Feb-2020 00:00:00,1,0,NaN
768938,A249,11-Feb-2020 00:00:00,1,360,80
769138,T249,12-Feb-2020 00:00:00,1,283,83.3922261484099
