session_date,rat_name,recording_id,sensor,duration_min,is_processed,has_Cells,has_Trials,sorted_using,sorted_path,n_units,n_units_each_area,probe_sn,Cells_path,Trials_path
6-Jan-20,T219,T219_2020_01_06_idle_bank0,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T219\T219_2020_01_06_idle_bank0\spikesort_2020_01_31_14_16_30_ks2jrc,419,dStr(194) vStr(225),18194824092,X:\RATTER\PhysData\NP_sorted\Thomas\T219\T219_2020_01_06_idle_bank0\spikesort_2020_01_31_14_16_30_ks2jrc\T219_2020_01_06_idle_bank0_Cells.mat,
6-Jan-20,T219,T219_2020_01_06_idle_bank1,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T219\T219_2020_01_06_idle_bank1\spikesort_2020_01_31_14_32_37_ks2jrc,158,M1(33) dStr(125),18194824092,X:\RATTER\PhysData\NP_sorted\Thomas\T219\T219_2020_01_06_idle_bank1\spikesort_2020_01_31_14_32_37_ks2jrc\T219_2020_01_06_idle_bank1_Cells.mat,
27-Nov-19,T223,T223_2019_11_27_idle_bank0,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_11_27_idle_bank0\spikesort_2020_02_03_11_27_29_ks2jrc,648,dStr(288) vStr(360),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_11_27_idle_bank0\spikesort_2020_02_03_11_27_29_ks2jrc\T223_2019_11_27_bank0_Cells.mat,
27-Nov-19,T223,T223_2019_11_27_idle_bank1,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_11_27_idle_bank1\spikesort_2020_02_03_14_19_06_ks2jrc,599,M1(436) dStr(163),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_11_27_idle_bank1\spikesort_2020_02_03_14_19_06_ks2jrc\T223_2019_11_27_bank1_Cells.mat,
2-Dec-19,T223,T223_2019_12_02_idle_bank0,Neuropixels,12,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_02_idle_bank0\spikesort_2020_02_03_14_30_22_ks2jrc,135,dStr(46) vStr(89),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_02_idle_bank0\spikesort_2020_02_03_14_30_22_ks2jrc\T223_2019_12_02_bank0_Cells.mat,
2-Dec-19,T223,T223_2019_12_02_idle_bank1,Neuropixels,12,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_02_idle_bank1\spikesort_2020_02_03_14_42_47_ks2jrc,229,M1(203) dStr(26),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_02_idle_bank1\spikesort_2020_02_03_14_42_47_ks2jrc\T223_2019_12_02_bank1_Cells.mat,
5-Dec-19,T223,T223_2019_12_05_idle_bank0,Neuropixels,12,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_05_idle_bank0\spikesort_2020_02_04_11_48_54_ks2jrc,90,dStr(38) vStr(52),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_05_idle_bank0\spikesort_2020_02_04_11_48_54_ks2jrc\T223_2019_12_05_bank0_Cells.mat,
5-Dec-19,T223,T223_2019_12_05_idle_bank1,Neuropixels,12,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_05_idle_bank1\spikesort_2020_02_04_12_27_51_ks2jrc,230,M1(198) dStr(32),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_05_idle_bank1\spikesort_2020_02_04_12_27_51_ks2jrc\T223_2019_12_05_bank1_Cells.mat,
20-Dec-19,T223,T223_2019_12_20_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_20_idle_bank0\spikesort_2020_02_04_14_13_05_ks2jrc,111,dStr(98) vStr(13),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_20_idle_bank0\spikesort_2020_02_04_14_13_05_ks2jrc\T223_2019_12_20_idle_bank0_Cells.mat,
20-Dec-19,T223,T223_2019_12_20_idle_bank1,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_20_idle_bank1\spikesort_2020_02_04_14_30_09_ks2jrc,216,M1(157) dStr(59),19051017162,X:\RATTER\PhysData\NP_sorted\Thomas\T223\T223_2019_12_20_idle_bank1\spikesort_2020_02_04_14_30_09_ks2jrc\T223_2019_12_20_idle_bank1_Cells.mat,
14-Nov-19,T224,T224_2019_11_14,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_14\spikesort_2020_02_10_15_12_40_ks2jrc,833,Cg1(292) M2(163) PrL(378),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_14\spikesort_2020_02_10_15_12_40_ks2jrc\T224_2019_11_14_Cells.mat,
15-Nov-19,T224,T224_2019_11_15_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_15_idle_bank0\spikesort_2020_01_31_15_09_33_ks2jrc,643,Cg1(266) M2(102) PrL(275),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_15_idle_bank0\spikesort_2020_01_31_15_09_33_ks2jrc\T224_2019_11_15_bank0_Cells.mat,
17-Nov-19,T224,T224_2019_11_17_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_17_idle_bank0\spikesort_2020_01_31_15_24_01_ks2jrc,484,Cg1(185) M2(75) PrL(224),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_17_idle_bank0\spikesort_2020_01_31_15_24_01_ks2jrc\T224_2019_11_17_bank0_Cells.mat,
22-Nov-19,T224,T224_2019_11_22_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_22_idle_bank0\spikesort_2020_02_03_10_36_04_ks2jrc,473,Cg1(171) M2(4) PrL(298),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_22_idle_bank0\spikesort_2020_02_03_10_36_04_ks2jrc\T224_2019_11_22_bank0_Cells.mat,
27-Nov-19,T224,T224_2019_11_27_600s,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_27_600s\spikesort_2020_03_15_16_50_16_ks2jrc,478,Cg1(136) M2(1) PrL(341),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_11_27_600s\spikesort_2020_03_15_16_50_16_ks2jrc\T224_2019_11_27_600s_Cells.mat,
18-Dec-19,T224,T224_2019_12_18_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_12_18_idle_bank0\spikesort_2020_02_03_10_48_04_ks2jrc,297,Cg1(77) PrL(220),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2019_12_18_idle_bank0\spikesort_2020_02_03_10_48_04_ks2jrc\T224_2019_12_18_bank0_Cells.mat,
16-Jan-20,T224,T224_2020_01_16_600s,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2020_01_16_600s\spikesort_2020_03_15_16_55_14_ks2jrc,223,Cg1(12) PrL(211),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2020_01_16_600s\spikesort_2020_03_15_16_55_14_ks2jrc\T224_2020_01_16_600s_Cells.mat,
3-Feb-20,T224,T224_2020_02_03_bank0_idle,Neuropixels,11,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2020_02_03_bank0_idle\spikesort_2020_03_16_09_22_58_ks2jrc,206,Cg1(49) PrL(157),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T224\T224_2020_02_03_bank0_idle\spikesort_2020_03_16_09_22_58_ks2jrc\T224_2020_02_03_bank0_idle_Cells.mat,
31-Jan-20,T227,T227_2020_01_31_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_01_31_bank0\spikesort_2020_02_02_13_58_58_ks2jrc,467,dStr(196) vStr(271),18194823381,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_01_31_bank0\spikesort_2020_02_02_13_58_58_ks2jrc\T227_2020_01_31_bank0_Cells.mat,
31-Jan-20,T227,T227_2020_01_31_bank1_idle,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_01_31_bank1_idle\spikesort_2020_02_03_09_08_07_ks2jrc,739,M1(462) dStr(277),18194823381,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_01_31_bank1_idle\spikesort_2020_02_03_09_08_07_ks2jrc\T227_2020_01_31_bank1_idle_Cells.mat,
14-Mar-20,T227,T227_2020_03_14_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_14_idle_bank0\spikesort_2020_03_15_11_47_12_ks2jrc,823,dStr(317) vStr(506),18194819542,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_14_idle_bank0\spikesort_2020_03_15_11_47_12_ks2jrc\T227_2020_03_14_idle_bank0_Cells.mat,
14-Mar-20,T227,T227_2020_03_14_idle_bank1,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_14_idle_bank1\spikesort_2020_03_15_12_07_13_ks2jrc,923,M1(557) dStr(366),18194819542,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_14_idle_bank1\spikesort_2020_03_15_12_07_13_ks2jrc\T227_2020_03_14_idle_bank1_Cells.mat,
15-Mar-20,T227,T227_2020_03_15_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_15_idle_bank0\spikesort_2020_03_17_12_55_08_ks2jrc,777,dStr(280) vStr(497),18194819542,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_15_idle_bank0\spikesort_2020_03_17_12_55_08_ks2jrc\T227_2020_03_15_idle_bank0_Cells.mat,
15-Mar-20,T227,T227_2020_03_15_idle_bank1,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_15_idle_bank1\spikesort_2020_03_17_13_09_29_ks2jrc,679,M1(397) dStr(282),18194819542,X:\RATTER\PhysData\NP_sorted\Thomas\T227\T227_2020_03_15_idle_bank1\spikesort_2020_03_17_13_09_29_ks2jrc\T227_2020_03_15_idle_bank1_Cells.mat,
6-Feb-20,T249,T249_2020_02_06,Neuropixels,12,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_06\spikesort_2020_02_07_09_29_52_ks2jrc,956,Cg1(185) M2(188) MO(65) PrL(518),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_06\spikesort_2020_02_07_09_29_52_ks2jrc\T249_2020_02_06_Cells.mat,
9-Feb-20,T249,T249_2020_02_09_bank0_idle,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_09_bank0_idle\spikesort_2020_02_17_09_54_16_ks2jrc,469,Cg1(89) M2(89) MO(12) PrL(279),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_09_bank0_idle\spikesort_2020_02_17_09_54_16_ks2jrc\T249_2020_02_09_bank0_idle_Cells.mat,
10-Feb-20,T249,T249_2020_02_10_bank0_idle,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_10_bank0_idle\spikesort_2020_02_17_10_21_52_ks2jrc,457,Cg1(83) M2(88) MO(18) PrL(268),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_10_bank0_idle\spikesort_2020_02_17_10_21_52_ks2jrc\T249_2020_02_10_bank0_idle_Cells.mat,
11-Feb-20,T249,T249_2020_02_11_600s,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_11_600s\spikesort_2020_02_17_11_58_48_ks2jrc,493,Cg1(86) M2(94) MO(27) PrL(286),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_11_600s\spikesort_2020_02_17_11_58_48_ks2jrc\249_2020_02_11_g0_t0_600s_Cells.mat,
14-Feb-20,T249,T249_2020_02_14_600s,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_14_600s\spikesort_2020_02_14_13_54_07_ks2jrc,435,Cg1(103) M2(33) MO(17) PrL(282),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_02_14_600s\spikesort_2020_02_14_13_54_07_ks2jrc\T249_2020_02_14_600s_Cells.mat,
16-Mar-20,T249,T249_2020_03_16_idle_bank0,Neuropixels,10,0,0,0,Kilosort2,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_03_16_idle_bank0\spikesort_2020_03_17_13_17_38_ks2jrc,280,Cg1(68) M2(1) MO(10) PrL(201),17131312432,X:\RATTER\PhysData\NP_sorted\Thomas\T249\T249_2020_03_16_idle_bank0\spikesort_2020_03_17_13_17_38_ks2jrc\T249_2020_03_16_idle_bank0_Cells.mat,
