gain,noise_uV,amplification
0.810618479963688,7.95863354759647,250
0.809450242007951,9.23349931870352,250
0.799635376428641,8.81255461241833,250
0.816022836208147,10.4741405927826,250
0.805746795986336,7.2574596815789,250
0.807880591642588,7.69778261267342,250
0.805056935594271,7.86586949422937,250
0.799978548521044,7.74885516198083,250
0.804023340011511,8.73275267762754,250
0.811874489431876,7.14962225647324,250
0.814329998640705,8.84014517033966,250
0.80758945679098,7.90415413433126,250
0.809400430847686,8.7329093084131,250
0.812129416367458,9.80630554893099,250
0.821017720299788,7.23634449586883,250
0.817382534565826,11.35545100609,250
0.809092329100004,7.88721082766508,250
0.816278070036984,8.04982064069687,250
0.802483066038938,6.6377149121001,250
0.805667141978518,9.45401438293784,250
0.811714823370216,8.74131975227622,250
0.812318732055851,7.17042357906781,250
0.807613164926109,8.35327923025966,250
0.813861849393627,11.5876637736846,250
0.810879384552274,8.38403827467381,250
0.816014051203876,8.37069931886932,250
0.806949477750543,8.30106110713126,250
0.816813020542755,12.843524065158,250
0.808448190438511,8.46697794510271,250
0.817390268017194,8.95627796184993,250
0.797018851249483,7.79245267706325,250
0.809201745115567,8.08765747275735,250
0.809769887819435,9.13863167521908,250
0.810360822363492,8.2133669822797,250
0.807892594671629,7.97079252382393,250
0.812278387855265,9.4260491583402,250
0.807582852363924,8.18825829096323,250
0.819782850200922,7.97920208815248,250
0.799673570999348,7.84842464836951,250
0.825494454399291,8.42858184801194,250
0.801152638313135,7.38585689859706,250
0.814322819386918,8.11543588287815,250
0.811939908189385,7.95620287385541,250
0.813507115285755,8.10742311778796,250
0.803282336387176,7.63539837751099,250
0.807639964643324,9.5899909221093,250
0.809701731351588,7.4838686084657,250
0.816480140788182,8.56718566453186,250
0.801236854216889,8.89587013889161,250
0.812665025480729,7.58057793946762,250
0.803662114747434,8.63770019514047,250
0.812981422379031,8.18811328726061,250
0.804310958109761,10.4030742263967,250
0.812995098780853,7.63482494441713,250
0.810198778815623,7.29518489105105,250
0.813648463606759,7.60559101330272,250
0.809333198027131,7.70333515542833,250
0.819032213557971,7.98843370757796,250
0.810651851240108,7.72534213665941,250
0.81839058702023,7.03964644002474,250
0.820741307062067,7.55379229448965,250
0.823429694186739,8.00513332662042,250
0.805573507311453,8.95703734610328,250
0.808304130314024,8.27657194214697,250
0.809014038378389,7.87495908343461,250
0.809962971305046,10.7799824658218,250
0.807169503742194,7.62642114799096,250
0.81213369045371,22.0966012887093,250
0.80809833687701,9.93807094701848,250
0.818477838042179,8.08046580565598,250
0.809313041219667,8.1395878397183,250
0.817982106064037,7.71756419158738,250
0.80846807306091,9.59634058513822,250
0.81188661952627,8.02001123117039,250
0.807466993967347,8.31239722493779,250
0.811900156540501,12.8246132363781,250
0.805086211645497,8.86875232267921,250
0.813105099336245,7.4376172252457,250
0.802795959192163,9.06053733529102,250
0.815669439841896,8.28722569107762,250
0.809586048855676,8.06736806511486,250
0.819396805825808,7.23690301099619,250
0.818317530789172,7.84573420517003,250
0.820952617262923,7.11987687077639,250
0.809237955912407,8.13097384092043,250
0.818143768107192,7.33127088547449,250
0.801923429935484,9.03699201239094,250
0.816884701102673,9.19803558391935,250
0.808440849032586,8.42510892573623,250
0.811578622181847,8.53989724532421,250
0.809563742189634,8.02618232215511,250
0.811060943917391,8.60968504413301,250
0.810711528880783,7.47877935279354,250
0.812453326927882,7.92144105971695,250
0.810170311023062,8.35772939596562,250
0.818064865824923,7.74672935643349,250
0.810137653473576,12.621655431068,250
0.807411756720578,8.90758966328874,250
0.811295600887468,7.66547587232548,250
0.815874450677383,8.06568878742408,250
0.808659094737325,7.90537236242872,250
0.812751688281761,7.84819174890869,250
0.808488327970544,9.36349505671991,250
0.804567546701651,8.41823000248628,250
0.806830847380365,8.98322479562326,250
0.805456814559075,8.62691748938638,250
0.81183497984789,10.631373435703,250
0.809139360878193,8.57917066120877,250
0.814175276860507,12.7875238990127,250
0.804681451925382,10.7825329136463,250
0.813905908345344,8.92011129818141,250
0.808317495185982,7.55456813402066,250
0.8147527281826,9.08448335374547,250
0.807194685168441,7.57194267926284,250
0.807765651990732,8.24917200330853,250
0.803767252494516,8.32368251951238,250
0.815064821128596,7.32318072045717,250
0.817713979737374,7.76840998452511,250
0.820240740079907,8.14749843263964,250
0.811275469075948,7.15780656280261,250
0.810460151142637,8.10771298916079,250
0.813708086273737,12.8498350602577,250
0.815163215859409,9.68748422441661,250
0.803829313980933,7.64872261748917,250
