gain,noise_uV,amplification
1.0336904260354,5.43264603040773,500
1.03431607613268,6.23142235779058,500
1.03231704972503,6.15179659771505,500
1.02178408757523,5.94267848781516,500
1.01980801673174,7.11926087729844,500
1.00640267130315,5.80562390248516,500
1.02797589479163,7.60887694956095,500
1.00993034447038,5.57056114619107,500
1.01977681432758,5.64590133942493,500
1.02347079618348,8.89643745939849,500
1.03419173488874,5.93117125069326,500
1.02832612759514,5.40299500509053,500
1.03189314842241,5.73377516215104,500
1.02866602782997,5.97829177453495,500
1.03112427362242,7.19397830148257,500
0.838488088110182,6.37675288470647,500
0.998956025156806,6.87302360457551,500
1.02224870513845,5.52404468836014,500
0.999012804509331,6.54736186542662,500
1.01924645526923,5.01340764181395,500
1.03518673618867,6.78773027492427,500
1.0237825909516,5.97000818989225,500
1.02919332208874,5.78252771900986,500
1.00716680469419,6.55504749002289,500
1.04719529120667,5.92081024674677,500
1.04447302696089,7.09256632232824,500
1.0399856647627,5.78084905301122,500
1.03903488336299,5.73176248759559,500
1.05275800638804,6.10889996743854,500
1.03726496837899,6.42698196450864,500
1.00366320733249,6.440174010664,500
1.02062782384383,5.56874721550182,500
1.03127795514268,5.74804899899471,500
1.03242547749359,6.64758386748597,500
1.03857775564844,6.08836056666835,500
1.05050653431791,6.07660730637676,500
1.04655699934469,5.69060869438117,500
1.04242551831554,6.24184465110163,500
1.00709483215761,6.36889999318757,500
1.03790565286614,6.30577165414264,500
1.04682681892617,5.80695068072372,500
1.03295551876067,7.55092701977001,500
1.04781991518556,5.73788158639582,500
1.04578172912918,6.51783154096615,500
1.02206885799611,6.33253262812863,500
1.04229852535792,6.22757926462917,500
1.0334998425695,6.49770093258979,500
1.05140672398969,6.55950904400259,500
1.05194728206728,9.30266741588734,500
1.0074590430295,6.78887805991304,500
1.05298533461675,6.21009189975776,500
1.03598047457579,6.85671709135521,500
1.03931762235973,6.23353123119375,500
1.03049638191232,5.76547516160452,500
1.054593944424,5.85469628581207,500
1.01961183169994,5.94759483905908,500
1.03515545509065,7.04392968021868,500
1.02881536752596,5.95781584753404,500
1.05196845170471,7.34075576097044,500
1.03187729520018,6.02241564061379,500
1.05631442059826,6.13042408873125,500
1.03577434489965,5.85675545315399,500
1.05639996929675,6.44337377792436,500
1.02944047274402,5.63979806622973,500
1.05245943039035,5.76534214167826,500
0.965116183183703,6.85428074084526,500
1.02652003610692,5.77971991598647,500
1.01948661634208,6.28984031141524,500
1.0454260416861,5.94723642475944,500
1.01732961325775,5.91618427581726,500
1.04388135565086,6.29282973751341,500
1.01988333030681,5.79816366152134,500
1.04352352398312,5.45656857966872,500
1.01524810393388,6.91885247876492,500
1.03445521490457,6.45030046241547,500
1.03474510305232,5.93169784614145,500
1.02482835830139,7.10359164239892,500
1.01758787093785,6.49554618731065,500
1.03263381644043,6.06240843392305,500
1.02781188238947,5.81118067973369,500
1.0118910579668,6.25031429042119,500
1.02221890252102,6.72945167374807,500
1.05637389928707,6.76544712331598,500
1.00246004175386,6.5681428039849,500
1.04571235579326,6.26712283235329,500
1.02829153050047,6.00664495255531,500
1.02512469664611,6.7888315109655,500
0.994463201046942,6.28374163268489,500
1.04260447565101,6.93788651678533,500
1.02417433366023,5.9350883713115,500
1.04622819019913,6.05683254310072,500
1.03379817343356,5.88182644275526,500
1.03576962114076,6.41465185857999,500
1.03595212716032,5.64554790887071,500
1.04354416872266,8.73463238144185,500
1.02569577826887,5.85850563409059,500
1.03305866874076,5.85276532199401,500
1.03226846076884,7.11077146571739,500
1.01490543663895,6.90091978163041,500
1.03796701709179,5.76436292641663,500
1.02923757521448,5.78540547786843,500
1.010653583052,6.09372934112397,500
1.00877012658728,6.21615901800987,500
1.02942514024788,6.60059989087253,500
1.02939810708551,6.20398183251731,500
1.03111157959716,5.99578778112258,500
1.035629692364,6.96330377039044,500
1.03359347736445,6.04379955403612,500
1.0341815444539,8.79779199938532,500
1.02851967386096,5.75825304646998,500
1.03119086647424,5.94371690091774,500
1.02075574301281,6.29803910705983,500
1.01021376231512,6.13767279507447,500
1.02970670772647,6.01833572697738,500
1.03168294985998,5.68003556791301,500
1.03820315685035,6.51525490640041,500
1.00004704091362,6.57421605853209,500
1.02167494474844,6.48519761761242,500
1.01920604827347,6.46055580937199,500
1.03767622566706,5.85225225509267,500
1.01533419692964,5.74533936872656,500
1.02993435438368,6.19219246286221,500
1.0118837657612,5.72363620396409,500
0.990218393243207,6.35895316869318,500
1.01326331814382,6.00254116563303,500
1.03468096896925,6.15646815549637,500
1.00684609001211,6.36812920546098,500
1.02070636808024,6.14026743442792,500
1.01135538193495,7.36735647275107,500
